Price,Close,High,Low,Open,Volume
Ticker,DIS,DIS,DIS,DIS,DIS
Date,,,,,
2025-04-14,84.66000366210938,86.44999694824219,84.02999877929688,85.83000183105469,10841300
2025-04-15,85.01000213623047,85.9800033569336,84.5199966430664,84.75,7840500
2025-04-16,82.7699966430664,84.80000305175781,82.01000213623047,84.27999877929688,10144300
2025-04-17,84.80999755859375,85.77999877929688,83.36000061035156,83.37000274658203,14728100
2025-04-21,84.0,85.2300033569336,82.9800033569336,84.91000366210938,14166800
2025-04-22,86.08999633789062,86.55999755859375,84.5999984741211,85.01000213623047,9578500
2025-04-23,87.29000091552734,89.87000274658203,87.02999877929688,89.02999877929688,12089100
2025-04-24,90.01000213623047,90.23999786376953,86.7699966430664,87.44999694824219,10310000
2025-04-25,90.27999877929688,90.33999633789062,89.06999969482422,90.06999969482422,7749600
2025-04-28,90.16000366210938,91.37000274658203,89.63999938964844,90.44999694824219,8491800
2025-04-29,91.16999816894531,91.66000366210938,89.76000213623047,89.83000183105469,6359900
2025-04-30,90.94999694824219,91.19000244140625,88.55999755859375,89.88999938964844,8474800
2025-05-01,90.80999755859375,91.61000061035156,90.36000061035156,91.2699966430664,7790600
2025-05-02,92.48999786376953,93.19000244140625,91.83999633789062,91.83999633789062,7594000
2025-05-05,92.11000061035156,93.08000183105469,89.61000061035156,89.69999694824219,10231000
2025-05-06,92.16999816894531,92.73999786376953,91.0,91.19999694824219,11839400
2025-05-07,102.08999633789062,103.30999755859375,100.13999938964844,102.41999816894531,36155300
2025-05-08,105.12000274658203,106.19000244140625,103.86000061035156,103.97000122070312,19265400
2025-05-09,105.94000244140625,106.19000244140625,104.76000213623047,105.26000213623047,10438200
2025-05-12,110.48999786376953,110.94000244140625,108.66000366210938,109.87000274658203,18366600
2025-05-13,111.37999725341797,112.19999694824219,110.1500015258789,110.25,14076700
2025-05-14,112.94000244140625,113.41000366210938,110.83000183105469,111.37999725341797,15352200
2025-05-15,112.22000122070312,112.8499984741211,111.58000183105469,112.2300033569336,8322400
2025-05-16,113.41999816894531,113.44000244140625,111.41999816894531,111.91999816894531,10961000
2025-05-19,112.66000366210938,112.98999786376953,111.9000015258789,112.12000274658203,7209700
2025-05-20,112.36000061035156,113.4000015258789,111.80999755859375,112.44000244140625,6433300
2025-05-21,110.45999908447266,112.48999786376953,110.12999725341797,111.69000244140625,10150600
2025-05-22,111.12999725341797,111.80000305175781,109.9800033569336,109.9800033569336,7903700
2025-05-23,109.72000122070312,110.3499984741211,108.77999877929688,109.5999984741211,8086100
2025-05-27,112.36000061035156,112.88999938964844,110.1500015258789,111.02999877929688,10201100
2025-05-28,111.5199966430664,112.47000122070312,111.16999816894531,112.19999694824219,5787900
2025-05-29,112.0199966430664,112.26000213623047,110.5199966430664,112.01000213623047,9682100
2025-05-30,113.04000091552734,113.3499984741211,111.37000274658203,112.01000213623047,12878800
